subject, block_type, block, condition, trial, right_offer, left_offer, offer_right_image, offer_left_image, exp_value_right, exp_value_left, exp_value_chosen, choice_location, choice_key, choice_card, unchosen_card, chosen_card_image, unchosen_card_image, rt, randomwalk_counter, exp_value1, exp_value2, exp_value3, exp_value4, reward
38, test, 2, vibration off, 49, 3, 4, 3.jpg, 4.jpg, 0.394241012, 0.356189797, 0.394241012, right, 2, 3, 4, 3.jpg, 4.jpg, 0.7470114999450743, 2, 0.293886334, 0.527646571, 0.394241012, 0.356189797,0,
38, test, 2, vibration off, 50, 1, 2, 1.jpg, 2.jpg, 0.304272396, 0.548355336, 0.304272396, right, 2, 1, 2, 1.jpg, 2.jpg, 1.1272494997829199, 2, 0.304272396, 0.548355336, 0.386662209, 0.348042517,0,
38, practice, 3, vibration during choice, 1, 1, 2, 9.jpg, 10.jpg, 0.167787674, 0.332201416, 0.332201416, left, 1, 2, 1, 10.jpg, 9.jpg, 2.3853334998711944, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,0,
38, practice, 3, vibration during choice, 2, 3, 2, 11.jpg, 10.jpg, 0.582595424, 0.355471562, 0.582595424, right, 2, 3, 2, 11.jpg, 10.jpg, 0.8340491000562906, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,1
38, practice, 3, vibration during choice, 3, 3, 4, 11.jpg, 12.jpg, 0.578794293, 0.275426328, 0.275426328, left, 1, 4, 3, 12.jpg, 11.jpg, 0.8692207999993116, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
38, practice, 3, vibration during choice, 4, 2, 3, 10.jpg, 11.jpg, 0.358181966, 0.569745321, 0.569745321, left, 1, 3, 2, 11.jpg, 10.jpg, 0.4618130000308156, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,1
38, practice, 3, vibration during choice, 5, 2, 3, 10.jpg, 11.jpg, 0.364707579, 0.582527891, 0.582527891, left, 1, 3, 2, 11.jpg, 10.jpg, 1.0916575998999178, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,1
38, test, 3, vibration during choice, 1, 3, 2, 11.jpg, 10.jpg, 0.584847675, 0.332201416, 0.584847675, right, 2, 3, 2, 11.jpg, 10.jpg, 1.8645293000154197, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,1
38, test, 3, vibration during choice, 2, 2, 3, 10.jpg, 11.jpg, 0.355471562, 0.582595424, 0.582595424, left, 1, 3, 2, 11.jpg, 10.jpg, 0.533405200112611, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,0,
38, test, 3, vibration during choice, 3, 2, 4, 10.jpg, 12.jpg, 0.3490424, 0.275426328, 0.275426328, left, 1, 4, 2, 12.jpg, 10.jpg, 0.6288131000474095, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
38, test, 3, vibration during choice, 4, 1, 2, 9.jpg, 10.jpg, 0.216551625, 0.358181966, 0.216551625, right, 2, 1, 2, 9.jpg, 10.jpg, 0.7246415999252349, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,0,
38, test, 3, vibration during choice, 5, 2, 1, 10.jpg, 9.jpg, 0.364707579, 0.21991786, 0.364707579, right, 2, 2, 1, 10.jpg, 9.jpg, 0.4768334000837058, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,0,
38, test, 3, vibration during choice, 6, 4, 1, 12.jpg, 9.jpg, 0.336540119, 0.209090036, 0.336540119, right, 2, 4, 1, 12.jpg, 9.jpg, 0.715927500044927, 2, 0.209090036, 0.3895513, 0.587455063, 0.336540119,1
38, test, 3, vibration during choice, 7, 2, 4, 10.jpg, 12.jpg, 0.39060737, 0.363378709, 0.363378709, left, 1, 4, 2, 12.jpg, 10.jpg, 1.2186434001196176, 2, 0.215508938, 0.39060737, 0.582464681, 0.363378709,1
38, test, 3, vibration during choice, 8, 2, 1, 10.jpg, 9.jpg, 0.430440014, 0.219868403, 0.219868403, left, 1, 1, 2, 9.jpg, 10.jpg, 1.134849299909547, 2, 0.219868403, 0.430440014, 0.545053358, 0.369794555,1
38, test, 3, vibration during choice, 9, 3, 2, 11.jpg, 10.jpg, 0.530883085, 0.4539861, 0.530883085, right, 2, 3, 2, 11.jpg, 10.jpg, 1.150443300139159, 2, 0.223820368, 0.4539861, 0.530883085, 0.365747455,1
38, test, 3, vibration during choice, 10, 4, 1, 12.jpg, 9.jpg, 0.36426522, 0.25320591, 0.36426522, right, 2, 4, 1, 12.jpg, 9.jpg, 1.191724200034514, 2, 0.25320591, 0.485995524, 0.507816291, 0.36426522,0,
38, test, 3, vibration during choice, 11, 3, 1, 11.jpg, 9.jpg, 0.494989907, 0.272116099, 0.272116099, left, 1, 1, 3, 9.jpg, 11.jpg, 0.5938745001330972, 2, 0.272116099, 0.489357893, 0.494989907, 0.378430477,1
38, test, 3, vibration during choice, 12, 4, 2, 12.jpg, 10.jpg, 0.406276663, 0.484630844, 0.484630844, left, 1, 2, 4, 10.jpg, 12.jpg, 2.4538610000163317, 2, 0.234286576, 0.484630844, 0.446302549, 0.406276663,0,
38, test, 3, vibration during choice, 13, 2, 3, 10.jpg, 11.jpg, 0.493007884, 0.441292304, 0.441292304, left, 1, 3, 2, 11.jpg, 10.jpg, 0.9136409999337047, 2, 0.209829698, 0.493007884, 0.441292304, 0.408056555,1
38, test, 3, vibration during choice, 14, 3, 4, 11.jpg, 12.jpg, 0.424090899, 0.411853134, 0.411853134, left, 1, 4, 3, 12.jpg, 11.jpg, 1.6269185000564903, 2, 0.194746258, 0.496165246, 0.424090899, 0.411853134,1
38, test, 3, vibration during choice, 15, 4, 1, 12.jpg, 9.jpg, 0.425420016, 0.254919143, 0.425420016, right, 2, 4, 1, 12.jpg, 9.jpg, 1.4497837000526488, 2, 0.254919143, 0.498060855, 0.410741903, 0.425420016,0,
38, test, 3, vibration during choice, 16, 3, 4, 11.jpg, 12.jpg, 0.384469806, 0.434571537, 0.384469806, right, 2, 3, 4, 11.jpg, 12.jpg, 0.9053963001351804, 2, 0.268446939, 0.473753497, 0.384469806, 0.434571537,0,
38, test, 3, vibration during choice, 17, 1, 3, 9.jpg, 11.jpg, 0.260713561, 0.397409959, 0.260713561, right, 2, 1, 3, 9.jpg, 11.jpg, 0.9370740000158548, 2, 0.260713561, 0.427927548, 0.397409959, 0.467037886,0,
38, test, 3, vibration during choice, 18, 3, 4, 11.jpg, 12.jpg, 0.380302803, 0.458160423, 0.458160423, left, 1, 4, 3, 12.jpg, 11.jpg, 0.6676986999809742, 2, 0.273570125, 0.42862063, 0.380302803, 0.458160423,0,
38, test, 3, vibration during choice, 19, 1, 3, 9.jpg, 11.jpg, 0.269452755, 0.39026973, 0.269452755, right, 2, 1, 3, 9.jpg, 11.jpg, 0.883847099961713, 2, 0.269452755, 0.435371131, 0.39026973, 0.413401572,0,
38, test, 3, vibration during choice, 20, 2, 1, 10.jpg, 9.jpg, 0.425551488, 0.268741649, 0.268741649, left, 1, 1, 2, 9.jpg, 10.jpg, 0.7334105998743325, 2, 0.268741649, 0.425551488, 0.408454439, 0.410963982,0,
38, test, 3, vibration during choice, 21, 4, 1, 12.jpg, 9.jpg, 0.423231262, 0.289598518, 0.423231262, right, 2, 4, 1, 12.jpg, 9.jpg, 0.5669573999475688, 2, 0.289598518, 0.44190032, 0.404768464, 0.423231262,0,
38, test, 3, vibration during choice, 22, 1, 3, 9.jpg, 11.jpg, 0.299460569, 0.422610309, 0.299460569, right, 2, 1, 3, 9.jpg, 11.jpg, 0.4881713998038322, 2, 0.299460569, 0.419525056, 0.422610309, 0.389718337,0,
38, test, 3, vibration during choice, 23, 1, 4, 9.jpg, 12.jpg, 0.275422902, 0.39059245, 0.39059245, left, 1, 4, 1, 12.jpg, 9.jpg, 0.987777599832043, 2, 0.275422902, 0.397611772, 0.408863932, 0.39059245,1
38, test, 3, vibration during choice, 24, 4, 2, 12.jpg, 10.jpg, 0.398445672, 0.379139537, 0.398445672, right, 2, 4, 2, 12.jpg, 10.jpg, 0.48574599996209145, 2, 0.266650787, 0.379139537, 0.405854252, 0.398445672,1
38, test, 3, vibration during choice, 25, 4, 3, 12.jpg, 11.jpg, 0.3844496, 0.425425396, 0.425425396, left, 1, 3, 4, 11.jpg, 12.jpg, 0.8428929999936372, 2, 0.254259812, 0.383103254, 0.425425396, 0.3844496,0,
38, test, 3, vibration during choice, 26, 4, 1, 12.jpg, 9.jpg, 0.389570929, 0.251503025, 0.389570929, right, 2, 4, 1, 12.jpg, 9.jpg, 0.7500328000169247, 2, 0.251503025, 0.426705428, 0.44409494, 0.389570929,1
38, test, 3, vibration during choice, 27, 3, 2, 11.jpg, 10.jpg, 0.476699219, 0.434578853, 0.476699219, right, 2, 3, 2, 11.jpg, 10.jpg, 3.4438126001041383, 2, 0.260664603, 0.434578853, 0.476699219, 0.351861927,0,
38, test, 3, vibration during choice, 28, 4, 3, 12.jpg, 11.jpg, 0.358204472, 0.471375184, 0.358204472, right, 2, 4, 3, 12.jpg, 11.jpg, 0.9931805999949574, 2, 0.254900351, 0.456535155, 0.471375184, 0.358204472,0,
38, test, 3, vibration during choice, 29, 4, 3, 12.jpg, 11.jpg, 0.360838495, 0.45401501, 0.45401501, left, 1, 3, 4, 11.jpg, 12.jpg, 0.3359842000063509, 2, 0.270226286, 0.431125609, 0.45401501, 0.360838495,1
38, test, 3, vibration during choice, 30, 4, 2, 12.jpg, 10.jpg, 0.36725969, 0.434793002, 0.434793002, left, 1, 2, 4, 10.jpg, 12.jpg, 1.6596172000281513, 2, 0.231605059, 0.434793002, 0.441888062, 0.36725969,0,
38, test, 3, vibration during choice, 31, 2, 3, 10.jpg, 11.jpg, 0.473135831, 0.456731037, 0.456731037, left, 1, 3, 2, 11.jpg, 10.jpg, 0.7867050999775529, 2, 0.233739069, 0.473135831, 0.456731037, 0.401609609,1
38, test, 3, vibration during choice, 32, 3, 2, 11.jpg, 10.jpg, 0.406064085, 0.452508743, 0.406064085, right, 2, 3, 2, 11.jpg, 10.jpg, 0.7763884998857975, 2, 0.24432205, 0.452508743, 0.406064085, 0.393803515,0,
38, test, 3, vibration during choice, 33, 3, 2, 11.jpg, 10.jpg, 0.401876712, 0.458621481, 0.458621481, left, 1, 2, 3, 10.jpg, 11.jpg, 0.5489598999265581, 2, 0.193554899, 0.458621481, 0.401876712, 0.402704902,0,
38, test, 3, vibration during choice, 34, 4, 1, 12.jpg, 9.jpg, 0.416668377, 0.204964705, 0.204964705, left, 1, 1, 4, 9.jpg, 12.jpg, 0.8200050999876112, 2, 0.204964705, 0.43001655, 0.409321444, 0.416668377,0,
38, test, 3, vibration during choice, 35, 1, 4, 9.jpg, 12.jpg, 0.22048214, 0.419699964, 0.22048214, right, 2, 1, 4, 9.jpg, 12.jpg, 0.6338760999497026, 2, 0.22048214, 0.429045935, 0.424862287, 0.419699964,0,
38, test, 3, vibration during choice, 36, 2, 1, 10.jpg, 9.jpg, 0.447650766, 0.211101934, 0.447650766, right, 2, 2, 1, 10.jpg, 9.jpg, 0.6267968998290598, 2, 0.211101934, 0.447650766, 0.423948221, 0.428911523,1
38, test, 3, vibration during choice, 37, 2, 3, 10.jpg, 11.jpg, 0.456165741, 0.43257228, 0.43257228, left, 1, 3, 2, 11.jpg, 10.jpg, 1.4070385000668466, 2, 0.219326053, 0.456165741, 0.43257228, 0.39910528,1
38, test, 3, vibration during choice, 38, 2, 1, 10.jpg, 9.jpg, 0.433155402, 0.221341547, 0.221341547, left, 1, 1, 2, 9.jpg, 10.jpg, 0.9277856000699103, 2, 0.221341547, 0.433155402, 0.4363313, 0.390289699,0,
38, test, 3, vibration during choice, 39, 4, 2, 12.jpg, 10.jpg, 0.411267062, 0.447660961, 0.411267062, right, 2, 4, 2, 12.jpg, 10.jpg, 0.49514500005170703, 2, 0.214118114, 0.447660961, 0.408906602, 0.411267062,1
38, test, 3, vibration during choice, 40, 2, 1, 10.jpg, 9.jpg, 0.447456341, 0.217505069, 0.447456341, right, 2, 2, 1, 10.jpg, 9.jpg, 1.347806799924001, 2, 0.217505069, 0.447456341, 0.40122215, 0.401024283,0,
38, test, 3, vibration during choice, 41, 1, 4, 9.jpg, 12.jpg, 0.249081937, 0.370374616, 0.370374616, left, 1, 4, 1, 12.jpg, 9.jpg, 0.547475399915129, 2, 0.249081937, 0.458162882, 0.382054645, 0.370374616,0,
38, test, 3, vibration during choice, 42, 2, 3, 10.jpg, 11.jpg, 0.480978505, 0.383924023, 0.383924023, left, 1, 3, 2, 11.jpg, 10.jpg, 0.7239549998193979, 2, 0.255981224, 0.480978505, 0.383924023, 0.368787043,1
38, test, 3, vibration during choice, 43, 4, 2, 12.jpg, 10.jpg, 0.38383929, 0.511556199, 0.511556199, left, 1, 2, 4, 10.jpg, 12.jpg, 0.7721045000944287, 2, 0.288213763, 0.511556199, 0.401205729, 0.38383929,0,
38, test, 3, vibration during choice, 44, 2, 4, 10.jpg, 12.jpg, 0.530811847, 0.362927966, 0.530811847, right, 2, 2, 4, 10.jpg, 12.jpg, 0.5148973998147994, 2, 0.294374293, 0.530811847, 0.350203513, 0.362927966,0,
38, test, 3, vibration during choice, 45, 3, 4, 11.jpg, 12.jpg, 0.336134109, 0.367033206, 0.367033206, left, 1, 4, 3, 12.jpg, 11.jpg, 0.5107418999541551, 2, 0.308994906, 0.512913286, 0.336134109, 0.367033206,0,
38, test, 3, vibration during choice, 46, 4, 2, 12.jpg, 10.jpg, 0.368488345, 0.533187647, 0.533187647, left, 1, 2, 4, 10.jpg, 12.jpg, 0.7227173999417573, 2, 0.289973458, 0.533187647, 0.325220477, 0.368488345,0,
38, test, 3, vibration during choice, 47, 1, 4, 9.jpg, 12.jpg, 0.29306391, 0.34679011, 0.34679011, left, 1, 4, 1, 12.jpg, 9.jpg, 0.6538796999957412, 2, 0.29306391, 0.537872242, 0.357892701, 0.34679011,0,
38, test, 3, vibration during choice, 48, 4, 3, 12.jpg, 11.jpg, 0.356952705, 0.408168742, 0.408168742, left, 1, 3, 4, 11.jpg, 12.jpg, 0.5660325998906046, 2, 0.292135198, 0.523160461, 0.408168742, 0.356952705,0,
38, test, 3, vibration during choice, 49, 4, 1, 12.jpg, 9.jpg, 0.356189797, 0.293886334, 0.293886334, left, 1, 1, 4, 9.jpg, 12.jpg, 0.6813749000430107, 2, 0.293886334, 0.527646571, 0.394241012, 0.356189797,0,
38, test, 3, vibration during choice, 50, 1, 4, 9.jpg, 12.jpg, 0.304272396, 0.348042517, 0.348042517, left, 1, 4, 1, 12.jpg, 9.jpg, 1.0535140000283718, 2, 0.304272396, 0.548355336, 0.386662209, 0.348042517,1
